Slab Width,Slab Length,AL,B,C,CA,NB,CR,CU,MN,MO,N,NI,P,S,SI,TI,V,Reheating Furnace Exit Temp,Finishing Temp,Coiling Temp,FM Exit Thickness,Coil Outr Dia,Avg line speed,weld pressure,Reduction Ratio,ACL-Thickness,ACL-Width,ACL-Length,O2 in Heating Element Furnace,Radiant Tube Furnace Dewpoint,After Tube Cooling Dewpoint,Rapid Jet Cooling Dewpoint,Coating Thickness,Drying Furnace Press,B50,Hardness,Coreloss-Before Aging,Coreloss After Aging,Permeability
1290.0,9500.0,0.25,0.0002,0.0027,0.001,0.0004,0.02,0.009,0.23,0.001,0.0025,0.008,0.039,0.0052,1.05,0.0015,0.0007,1120.0,892.6383,680.9222,2.700001,940.97,99.18,850.0,0.814814883,0.5,1210.0,985.455,1.183072,-24.242,-39.96,-29.47387,0.78,-6.787,1.71,139.0,4.42,4.42,1534.0
1290.0,9103.0,0.239,0.0002,0.002,0.001,0.0002,0.02,0.008,0.3,0.001,0.0015,0.007,0.041,0.0058,0.995,0.0013,0.0006,1120.0,877.0295,678.6098,2.7000008,930.749,102.233,845.0,0.81481487,0.5,1210.0,955.405,1.188775,-23.657,-39.96,-29.12271,0.69,-6.95,1.73,134.0,4.37,4.37,2005.0
1290.0,9102.0,0.239,0.0002,0.002,0.001,0.0002,0.02,0.008,0.3,0.001,0.0015,0.007,0.041,0.0058,0.995,0.0013,0.0006,1120.0,890.4303,680.6379,2.700001,1641.177,102.322,848.0,0.814814883,0.5,1210.0,3825.511,1.164549,-22.371,-39.96,-29.64469,0.76,-6.971,1.72,135.0,4.42,4.42,1698.0
1290.0,9503.0,0.228,0.0001,0.0021,0.001,0.0002,0.02,0.009,0.24,0.001,0.0014,0.008,0.04,0.0064,0.984,0.0012,0.0004,1120.0,899.6203,682.1785,2.6999984,927.604,97.296,848.0,0.814814705,0.5,1210.0,946.224,1.182799,-22.966,-39.96,-24.47097,0.83,-7.014,1.72,136.0,4.59,4.59,1805.0
1290.0,9500.0,0.25,0.0002,0.0027,0.001,0.0004,0.02,0.009,0.23,0.001,0.0025,0.008,0.039,0.0052,1.05,0.0015,0.0007,1120.0,879.82043,679.25055,2.6999993,1031.644,100.533,850.0,0.814814767,0.5,1210.0,1266.416,1.189423,-23.065,-39.96,-24.45754,0.82,-6.456,1.71,135.0,4.64,4.64,1603.0
1290.0,9501.0,0.228,0.0001,0.0021,0.001,0.0002,0.02,0.009,0.24,0.001,0.0014,0.008,0.04,0.0064,0.984,0.0012,0.0004,1120.0,896.1646,681.7895,2.6999981,1606.658,90.721,847.0,0.814814684,0.5,1210.0,3649.409,1.181772,-27.408,-39.96,-26.68402,0.82,-7.004,1.73,135.0,4.71,4.71,1832.0
1290.0,7300.0,0.239,0.0002,0.002,0.001,0.0002,0.02,0.008,0.3,0.001,0.0015,0.007,0.041,0.0058,0.995,0.0013,0.0006,1120.0,847.32214,683.37476,2.700003,922.739,100.635,844.0,0.814815021,0.5,1185.0,932.084,1.166607,-27.632,-39.96,-26.47986,0.8,-6.9,1.71,131.0,4.57,4.57,1582.0
1290.0,9504.0,0.228,0.0001,0.0021,0.001,0.0002,0.02,0.009,0.24,0.001,0.0014,0.008,0.04,0.0064,0.984,0.0012,0.0004,1120.0,881.0645,679.72675,2.699998,940.688,100.039,843.0,0.814814678,0.5,1210.0,984.621,1.179165,-24.822,-39.96,-29.28168,0.8,-6.853,1.72,135.0,4.42,4.42,1832.0
1290.0,7099.0,0.239,0.0002,0.002,0.001,0.0002,0.02,0.008,0.3,0.001,0.0015,0.007,0.041,0.0058,0.995,0.0013,0.0006,1120.0,902.27905,680.9867,2.6999965,1096.808,97.617,846.0,0.814814575,0.5,1200.0,1484.284,1.170619,-16.042,-37.116,-29.31259,1.7,-6.519,1.74,133.0,4.23,4.23,2043.0
1290.0,7105.0,0.239,0.0002,0.002,0.001,0.0002,0.02,0.008,0.3,0.001,0.0015,0.007,0.041,0.0058,0.995,0.0013,0.0006,1120.0,895.85187,682.3248,2.699997,1095.534,97.689,845.0,0.814814609,0.5,1200.0,1479.896,1.176171,-14.951,-39.96,-30.10191,1.8,-6.516,1.74,133.0,4.17,4.17,2056.0
1290.0,9500.0,0.25,0.0002,0.0027,0.001,0.0004,0.02,0.009,0.23,0.001,0.0025,0.008,0.039,0.0052,1.05,0.0015,0.0007,1120.0,875.3636,678.6237,2.6999993,1067.177,102.159,843.0,0.814814767,0.5,1205.0,1383.563,1.167611,-25.138,-39.96,-29.86046,0.73,-6.985,1.72,136.0,4.8,4.8,1662.0
1290.0,9501.0,0.228,0.0001,0.0021,0.001,0.0002,0.02,0.009,0.24,0.001,0.0014,0.008,0.04,0.0064,0.984,0.0012,0.0004,1120.0,896.47565,678.0187,2.6999986,1687.706,95.387,841.0,0.814814719,0.5,1205.0,4068.813,1.203552,-16.069,-39.961,-29.47097,1.8,-6.626,1.75,130.0,4.15,4.15,2109.0
1290.0,9500.0,0.25,0.0002,0.0027,0.001,0.0004,0.02,0.009,0.23,0.001,0.0025,0.008,0.039,0.0052,1.05,0.0015,0.0007,1120.0,882.9623,683.28595,2.7000015,1669.338,90.244,848.0,0.814814918,0.5,1200.0,3971.956,1.221788,-30.99,-39.96,-25.63183,0.88,-6.365,1.75,136.0,4.48,4.48,2022.0
1290.0,9502.0,0.228,0.0001,0.0021,0.001,0.0002,0.02,0.009,0.24,0.001,0.0014,0.008,0.04,0.0064,0.984,0.0012,0.0004,1120.0,890.9496,681.1013,2.6999972,1054.111,94.827,846.0,0.814814623,0.5,1205.0,1340.025,1.209181,-25.732,-39.96,-32.89583,0.7,-6.592,1.74,134.0,4.5,4.5,2072.0
1290.0,9501.0,0.228,0.0001,0.0021,0.001,0.0002,0.02,0.009,0.24,0.001,0.0014,0.008,0.04,0.0064,0.984,0.0012,0.0004,1120.0,885.7012,681.0812,2.6999984,1680.385,102.195,849.0,0.814814705,0.5,1200.0,4030.083,1.195152,-22.814,-39.931,-31.92283,0.72,-6.808,1.73,134.0,4.56,4.56,1979.0
1290.0,9504.0,0.228,0.0001,0.0021,0.001,0.0002,0.02,0.009,0.24,0.001,0.0014,0.008,0.04,0.0064,0.984,0.0012,0.0004,1120.0,886.2179,681.3725,2.6999965,1056.208,86.919,854.0,0.814814575,0.5,1200.0,1346.975,1.187329,-19.522,-39.96,-25.23925,1.8,-6.832,1.74,134.0,4.1,4.1,1924.0
1320.0,9200.0,0.002,0.0001,0.0015,0.0001,0.0002,0.029,0.004,0.25,0.001,0.0021,0.007,0.052,0.005,0.65,0.0009,0.0007,1120.0,873.4169,681.1113,2.800003,1023.886,97.723,847.0,0.821428763,0.5,1250.0,1142.624,1.16703,2.39,-39.96,-27.80437,1.9,-5.968,1.75,127.0,5.87,5.87,2061.0
1320.0,9500.0,0.002,0.0001,0.0015,0.0001,0.0002,0.029,0.004,0.25,0.001,0.0021,0.007,0.052,0.005,0.65,0.0009,0.0007,1120.0,849.82336,670.9156,2.8000014,1060.764,95.518,846.0,0.821428661,0.5,1250.0,1362.126,1.18743,-26.666,-39.96,-27.61534,1.5,-7.022,1.75,126.0,5.97,5.97,2159.0
1320.0,9500.0,0.002,0.0001,0.0015,0.0001,0.0002,0.029,0.004,0.25,0.001,0.0021,0.007,0.052,0.005,0.65,0.0009,0.0007,1120.0,848.4517,676.83234,2.800003,1605.747,97.622,846.0,0.821428763,0.5,1250.0,1027.261,1.17963,-22.007,-39.96,-28.93437,1.6,-7.001,1.74,124.0,6.04,6.04,2047.0
1320.0,9500.0,0.005,0.0001,0.0019,0.0001,0.0002,0.03,0.005,0.2,0.001,0.0016,0.008,0.044,0.005,0.72,0.0011,0.0005,1120.0,863.8585,683.2564,2.8000007,1026.365,97.582,845.0,0.821428616,0.5,1250.0,200.764,1.189843,-21.612,-39.96,-29.35823,1.6,-7.006,1.75,126.0,6.24,6.24,2095.0
1320.0,9200.0,0.002,0.0001,0.0015,0.0001,0.0002,0.029,0.004,0.25,0.001,0.0021,0.007,0.052,0.005,0.65,0.0009,0.0007,1120.0,864.85223,681.7194,2.7999988,1037.338,97.667,843.0,0.821428495,0.5,1250.0,1045.197,1.178557,-25.776,-39.96,-26.84892,1.7,-7.003,1.74,127.0,5.93,5.93,2089.0
1320.0,9200.0,0.002,0.0001,0.0015,0.0001,0.0002,0.029,0.004,0.25,0.001,0.0021,0.007,0.052,0.005,0.65,0.0009,0.0007,1120.0,855.898,678.48035,2.8000026,1650.256,97.486,845.0,0.821428737,0.5,1250.0,1217.427,1.181504,-23.728,-39.96,-34.73485,1.5,-6.973,1.74,124.0,5.91,5.91,2094.0
1320.0,9200.0,0.002,0.0001,0.0015,0.0001,0.0002,0.029,0.004,0.25,0.001,0.0021,0.007,0.052,0.005,0.65,0.0009,0.0007,1120.0,860.5758,679.04584,2.8000016,1651.589,97.464,843.0,0.821428673,0.5,1250.0,1046.013,1.182718,-22.796,-39.96,-34.61972,1.4,-7.037,1.74,126.0,5.9,5.9,2150.0
1320.0,9500.0,0.002,0.0001,0.0015,0.0001,0.0002,0.029,0.004,0.25,0.001,0.0021,0.007,0.052,0.005,0.65,0.0009,0.0007,1120.0,863.40216,680.8735,2.7999985,1061.945,97.496,845.0,0.821428476,0.5,1250.0,1366.062,1.168614,-24.534,-38.55,-33.89029,1.5,-7.002,1.75,127.0,5.79,5.79,2218.0
1320.0,9500.0,0.005,0.0001,0.0019,0.0001,0.0002,0.03,0.005,0.2,0.001,0.0016,0.008,0.044,0.005,0.72,0.0011,0.0005,1120.0,858.3262,680.4864,2.800001,1062.45,97.557,846.0,0.821428635,0.5,1250.0,275.363,1.176157,-23.317,-39.96,-31.17042,1.6,-6.994,1.73,128.0,5.9,5.9,1996.0
1320.0,9500.0,0.002,0.0001,0.0016,0.0001,0.0002,0.029,0.005,0.19,0.001,0.0011,0.007,0.051,0.005,0.707,0.0009,0.0003,1120.0,856.9067,678.3201,2.800002,1383.199,97.527,848.0,0.821428699,0.5,1250.0,1117.758,1.164966,-24.05,-39.96,-32.11253,1.6,-7.01,1.74,124.0,5.49,5.49,2100.0
1320.0,9500.0,0.005,0.0001,0.0019,0.0001,0.0002,0.03,0.005,0.2,0.001,0.0016,0.008,0.044,0.005,0.72,0.0011,0.0005,1120.0,866.0618,682.0774,2.799999,1060.63,97.532,844.0,0.821428508,0.5,1250.0,1214.573,1.172937,-22.901,-39.96,-33.43329,1.4,-6.947,1.75,129.0,6.28,6.28,2088.0
1320.0,9500.0,0.002,0.0001,0.0016,0.0001,0.0002,0.029,0.005,0.19,0.001,0.0011,0.007,0.051,0.005,0.707,0.0009,0.0003,1120.0,850.4074,677.0921,2.800001,1677.133,97.258,846.0,0.821428635,0.5,1250.0,234.803,1.183266,-24.315,-39.96,-34.02219,1.4,-7.095,1.74,123.0,5.27,5.27,2071.0
1320.0,9500.0,0.005,0.0001,0.0019,0.0001,0.0002,0.03,0.005,0.2,0.001,0.0016,0.008,0.044,0.005,0.72,0.0011,0.0005,1120.0,858.94183,678.3899,2.8000026,1676.4,97.518,843.0,0.821428737,0.5,1250.0,1274.497,1.177718,-25.077,-39.96,-33.95168,1.4,-6.982,1.74,128.0,6.2,6.2,2007.0
1320.0,9500.0,0.002,0.0001,0.0016,0.0001,0.0002,0.029,0.005,0.19,0.001,0.0011,0.007,0.051,0.005,0.707,0.0009,0.0003,1120.0,857.72797,680.70905,2.799998,1069.853,105.013,848.0,0.821428444,0.5,1250.0,1392.543,1.163742,-23.42,-39.96,-27.91912,0.69,-6.527,1.75,131.0,5.5,5.5,2199.0
1320.0,9500.0,0.005,0.0001,0.0019,0.0001,0.0002,0.03,0.005,0.2,0.001,0.0016,0.008,0.044,0.005,0.72,0.0011,0.0005,1120.0,851.6005,679.1127,2.8000028,1060.477,97.405,845.0,0.82142875,0.5,1250.0,226.854,1.180834,-23.5,-39.96,-28.36663,0.84,-6.494,1.74,125.0,5.91,5.91,2054.0
1320.0,9500.0,0.002,0.0001,0.0016,0.0001,0.0002,0.029,0.005,0.19,0.001,0.0011,0.007,0.051,0.005,0.707,0.0009,0.0003,1120.0,862.7418,680.07306,2.8000007,1079.439,100.063,846.0,0.821428616,0.5,1250.0,1250.242,1.169961,-23.086,-39.96,-28.55473,0.66,-6.564,1.74,128.0,5.5,5.5,2078.0
1320.0,9500.0,0.002,0.0001,0.0016,0.0001,0.0002,0.029,0.005,0.19,0.001,0.0011,0.007,0.051,0.005,0.707,0.0009,0.0003,1120.0,863.34985,682.66394,2.7999988,1060.298,97.434,843.0,0.821428495,0.5,1250.0,1360.572,1.163784,-23.708,-39.961,-27.32752,0.82,-6.538,1.75,126.0,5.57,5.57,2209.0
1320.0,9500.0,0.002,0.0001,0.0016,0.0001,0.0002,0.029,0.005,0.19,0.001,0.0011,0.007,0.051,0.005,0.707,0.0009,0.0003,1120.0,844.72314,670.9158,2.8000033,1676.176,96.635,844.0,0.821428782,0.5,1250.0,1203.363,1.166834,-24.869,-39.96,-27.13076,0.84,-6.561,1.74,126.0,5.83,5.83,2005.0
1320.0,9500.0,0.002,0.0001,0.0016,0.0001,0.0002,0.029,0.005,0.19,0.001,0.0011,0.007,0.051,0.005,0.707,0.0009,0.0003,1120.0,846.64594,670.7322,2.8000019,1073.218,105.327,840.0,0.821428693,0.5,1250.0,1293.86,1.188455,-23.827,-39.961,-27.89147,0.76,-6.614,1.74,127.0,5.57,5.57,1962.0
1320.0,9500.0,0.002,0.0001,0.0016,0.0001,0.0002,0.029,0.005,0.19,0.001,0.0011,0.007,0.051,0.005,0.707,0.0009,0.0003,1120.0,857.6623,671.6815,2.7999988,1602.468,78.457,842.0,0.821428495,0.5,1250.0,3628.287,1.183506,3.422,-38.407,-27.54416,1.4,-7.793,1.75,124.0,5.19,5.19,2161.0
1320.0,9500.0,0.005,0.0001,0.0019,0.0001,0.0002,0.03,0.005,0.2,0.001,0.0016,0.008,0.044,0.005,0.72,0.0011,0.0005,1120.0,849.5225,673.44257,2.8000007,947.17,88.149,840.0,0.821428616,0.5,1250.0,844.229,1.204486,-26.79,-39.96,-29.27209,0.85,-6.845,1.74,129.0,5.94,5.94,1886.0
1320.0,9500.0,0.002,0.0001,0.0016,0.0001,0.0002,0.029,0.005,0.19,0.001,0.0011,0.007,0.051,0.005,0.707,0.0009,0.0003,1120.0,855.63654,672.5021,2.7999997,959.147,97.578,851.0,0.821428552,0.5,1232.0,667.963,1.209988,-24.478,-39.96,-23.0743,1.6,-6.89,1.74,126.0,5.7,5.7,2142.0
1320.0,9500.0,0.005,0.0001,0.0019,0.0001,0.0002,0.03,0.005,0.2,0.001,0.0016,0.008,0.044,0.005,0.72,0.0011,0.0005,1120.0,858.95435,672.61945,2.7999983,1669.334,101.474,848.0,0.821428463,0.5,1200.0,3971.933,1.222159,-24.291,-37.776,-19.53283,0.77,-6.747,1.74,130.0,6.28,6.28,1925.0
1320.0,9200.0,0.002,0.0001,0.0015,0.0001,0.0002,0.029,0.004,0.25,0.001,0.0021,0.007,0.052,0.005,0.65,0.0009,0.0007,1120.0,849.92523,677.83417,2.8000016,944.28,102.483,848.0,0.821428673,0.5,1232.0,841.674,1.171128,-12.918,-39.96,-25.61408,1.9,-6.181,1.74,123.0,5.78,5.78,2104.0
1300.0,9100.0,0.002,0.0001,0.0014,0.0001,0.0002,0.024,0.005,0.19,0.001,0.0012,0.008,0.05,0.005,0.72,0.001,0.0007,1120.0,865.90424,687.1161,2.7999914,962.895,102.441,847.0,0.821428023,0.5,1232.0,498.594,1.196818,-12.185,-36.928,-24.14118,1.9,-6.175,1.74,127.0,5.8,5.8,1970.0
1300.0,9500.0,0.002,0.0001,0.0014,0.0001,0.0002,0.024,0.005,0.19,0.001,0.0012,0.008,0.05,0.005,0.72,0.001,0.0007,1120.0,853.48804,681.7017,2.799996,922.722,101.248,841.0,0.821428316,0.5,1232.0,932.036,1.197447,-21.09,-39.96,-24.92482,1.7,-6.956,1.74,127.0,5.97,5.97,2079.0
1300.0,9100.0,0.002,0.0001,0.0016,0.0001,0.0002,0.024,0.006,0.21,0.001,0.001,0.007,0.051,0.005,0.716,0.0007,0.0003,1120.0,859.17346,681.24963,2.7999992,935.626,97.509,841.0,0.82142852,0.5,1232.0,969.704,1.18114,-26.079,-38.568,-22.43591,1.6,-6.916,1.75,129.0,5.32,5.32,2319.0
1300.0,9100.0,0.002,0.0001,0.0016,0.0001,0.0002,0.024,0.006,0.21,0.001,0.001,0.007,0.051,0.005,0.716,0.0007,0.0003,1120.0,852.3581,679.00885,2.8000002,918.237,98.135,851.0,0.821428584,0.5,114.3,474.18,1.211993,-23.445,-39.96,-24.85176,1.6,-6.979,1.74,130.0,5.55,5.55,2112.0
1300.0,9100.0,0.002,0.0001,0.0014,0.0001,0.0002,0.026,0.004,0.21,0.001,0.0011,0.007,0.04,0.0048,0.663,0.0008,0.0005,1120.0,857.39795,683.47504,2.7999945,935.364,97.364,844.0,0.821428221,0.5,1232.0,968.933,1.188437,-14.769,-39.577,-22.31276,1.7,-6.592,1.75,122.0,5.36,5.36,2146.0
1300.0,9500.0,0.002,0.0001,0.0014,0.0001,0.0002,0.026,0.004,0.21,0.001,0.0011,0.007,0.04,0.0048,0.663,0.0008,0.0005,1120.0,857.6066,681.3525,2.7999985,1675.569,102.359,850.0,0.821428476,0.5,1232.0,892.754,1.218345,-21.49,-39.96,-26.72905,1.6,-6.909,1.75,126.0,5.42,5.42,2201.0
1300.0,9500.0,0.002,0.0001,0.0014,0.0001,0.0002,0.026,0.004,0.21,0.001,0.0011,0.007,0.04,0.0048,0.663,0.0008,0.0005,1120.0,852.6837,678.1783,2.7999995,956.835,97.97,849.0,0.82142854,0.5,1230.0,1032.751,1.176325,-21.566,-39.858,-23.65474,0.72,-6.978,1.74,121.0,5.67,5.67,2139.0
1300.0,9500.0,0.002,0.0001,0.0016,0.0001,0.0002,0.024,0.006,0.21,0.001,0.001,0.007,0.051,0.005,0.716,0.0007,0.0003,1120.0,858.7298,680.6073,2.7999966,1072.0,112.006,841.0,0.821428355,0.5,1230.0,1399.77,1.184596,-22.984,-39.96,-24.91331,0.79,-6.695,1.75,125.0,5.51,5.51,2225.0
1300.0,9500.0,0.002,0.0001,0.0014,0.0001,0.0002,0.026,0.004,0.21,0.001,0.0011,0.007,0.04,0.0048,0.663,0.0008,0.0005,1120.0,856.49493,681.6409,2.7999978,1078.944,108.603,846.0,0.821428431,0.5,1230.0,1423.23,1.167953,-23.171,-39.961,-24.36841,0.63,-6.883,1.74,124.0,5.58,5.58,2121.0
1300.0,9500.0,0.002,0.0001,0.0016,0.0001,0.0002,0.024,0.006,0.21,0.001,0.001,0.007,0.051,0.005,0.716,0.0007,0.0003,1120.0,860.6707,682.11786,2.8,1666.937,84.637,846.0,0.821428571,0.5,1230.0,187.872,1.182493,-26.255,-39.96,-29.31503,0.85,-6.511,1.74,128.0,5.57,5.57,1915.0
1300.0,9500.0,0.002,0.0001,0.0014,0.0001,0.0002,0.024,0.005,0.19,0.001,0.0012,0.008,0.05,0.005,0.72,0.001,0.0007,1120.0,863.37274,689.8404,2.7999997,1655.818,104.529,848.0,0.821428552,0.5,1200.0,3901.337,1.235004,-23.249,-39.955,-21.8265,0.71,-6.142,1.74,126.0,5.68,5.68,2031.0
1300.0,9100.0,0.002,0.0001,0.0014,0.0001,0.0002,0.024,0.005,0.19,0.001,0.0012,0.008,0.05,0.005,0.72,0.001,0.0007,1120.0,854.99756,682.2804,2.7999985,1102.452,91.362,847.0,0.821428476,0.5,1230.0,729.947,1.190972,-22.375,-39.96,-28.04216,0.77,-6.088,1.73,130.0,5.57,5.57,1905.0
1300.0,9500.0,0.002,0.0001,0.0014,0.0001,0.0002,0.026,0.004,0.21,0.001,0.0011,0.007,0.04,0.0048,0.663,0.0008,0.0005,1120.0,860.0943,681.1964,2.799997,955.684,102.568,846.0,0.82142838,0.5,1230.0,1029.293,1.194557,-23.649,-39.962,-24.15622,0.77,-6.975,1.75,122.0,5.74,5.74,2192.0
1300.0,9100.0,0.002,0.0001,0.0014,0.0001,0.0002,0.026,0.004,0.21,0.001,0.0011,0.007,0.04,0.0048,0.663,0.0008,0.0005,1120.0,862.3076,680.1279,2.7999947,951.776,107.461,844.0,0.821428233,0.5,1210.0,1017.582,1.178538,-23.373,-39.96,-30.33464,0.83,-6.465,1.75,128.0,5.79,5.79,2167.0
1300.0,9500.0,0.002,0.0001,0.0014,0.0001,0.0002,0.026,0.004,0.21,0.001,0.0011,0.007,0.04,0.0048,0.663,0.0008,0.0005,1120.0,861.8421,681.28864,2.7999973,955.265,107.146,847.0,0.821428399,0.5,1210.0,1028.036,1.173767,-21.676,-39.96,-30.53164,0.74,-6.486,1.74,125.0,5.88,5.88,2100.0
1300.0,9500.0,0.002,0.0001,0.0014,0.0001,0.0002,0.024,0.005,0.19,0.001,0.0012,0.008,0.05,0.005,0.72,0.001,0.0007,1120.0,851.7198,684.8273,2.7999992,1071.948,99.799,841.0,0.82142852,0.5,1183.0,758.947,1.18897,-22.684,-39.96,-33.66582,1.35,-6.884,1.73,129.0,5.48,5.48,1985.0
1300.0,9100.0,0.002,0.0001,0.0016,0.0001,0.0002,0.024,0.006,0.21,0.001,0.001,0.007,0.051,0.005,0.716,0.0007,0.0003,1120.0,859.40497,687.81445,2.7999964,1058.771,96.779,840.0,0.821428342,0.5,1183.0,196.628,1.182366,-26.802,-39.826,-25.19808,1.55,-6.835,1.74,130.0,5.03,5.03,2187.0
1300.0,9500.0,0.002,0.0001,0.0014,0.0001,0.0002,0.024,0.005,0.19,0.001,0.0012,0.008,0.05,0.005,0.72,0.001,0.0007,1120.0,847.15515,683.3125,2.7999973,1075.793,99.519,840.0,0.821428399,0.5,1183.0,1412.564,1.198232,-24.371,-39.96,-26.68948,1.6,-6.724,1.74,128.0,5.38,5.38,2038.0
1300.0,9100.0,0.002,0.0001,0.0016,0.0001,0.0002,0.024,0.006,0.21,0.001,0.001,0.007,0.051,0.005,0.716,0.0007,0.0003,1120.0,858.7083,683.7795,2.799999,1058.414,97.768,846.0,0.821428508,0.5,1183.0,182.199,1.168557,-24.595,-39.96,-26.08163,1.6,-6.938,1.75,129.0,5.27,5.27,2185.0
1300.0,9500.0,0.002,0.0001,0.0014,0.0001,0.0002,0.024,0.005,0.19,0.001,0.0012,0.008,0.05,0.005,0.72,0.001,0.0007,1120.0,855.0382,681.8751,2.7999952,1073.593,102.727,842.0,0.821428265,0.5,1183.0,1405.135,1.185615,-22.567,-39.96,-27.73955,1.7,-6.882,1.74,129.0,5.43,5.43,2120.0
1300.0,9200.0,0.002,0.0001,0.0014,0.0001,0.0002,0.026,0.004,0.21,0.001,0.0011,0.007,0.04,0.0048,0.663,0.0008,0.0005,1120.0,844.51086,681.06696,2.7999969,1678.653,102.112,849.0,0.821428374,0.5,1183.0,1313.728,1.190169,-22.793,-39.96,-27.73879,1.6,-6.843,1.74,127.0,5.25,5.25,2114.0
1300.0,9500.0,0.002,0.0001,0.0014,0.0001,0.0002,0.024,0.005,0.19,0.001,0.0012,0.008,0.05,0.005,0.72,0.001,0.0007,1120.0,854.1645,681.7883,2.799999,1705.545,94.636,847.0,0.821428508,0.5,1183.0,1291.33,1.170574,-23.707,-39.96,-27.79652,1.6,-7.032,1.74,126.0,5.46,5.46,1955.0
1300.0,9200.0,0.002,0.0001,0.0016,0.0001,0.0002,0.024,0.006,0.21,0.001,0.001,0.007,0.051,0.005,0.716,0.0007,0.0003,1120.0,849.01105,680.3167,2.799997,1060.253,101.564,849.0,0.82142838,0.5,258.0,1167.756,1.175334,-23.505,-39.96,-27.7722,1.6,-6.947,1.74,131.0,5.1,5.1,2174.0
1100.0,7300.0,0.3726,0.0003,0.0025,0.0002,0.0004,0.02,0.0078,0.3046,0.0006,0.0018,0.009,0.015,0.004,2.0562,0.001,0.0004,1120.0,849.9733,689.5166,2.5999925,1443.532,92.752,845.0,0.807691753,0.5,1025.0,2867.835,1.179415,-35.936,-39.96,-22.80907,5.7,-8.496,1.7,174.0,3.17,3.17,1249.0
1100.0,9300.0,0.3726,0.0003,0.0025,0.0002,0.0004,0.02,0.0078,0.3046,0.0006,0.0018,0.009,0.015,0.004,2.0562,0.001,0.0004,1120.0,862.1892,690.2987,2.599997,1713.076,87.457,845.0,0.807692086,0.5,1025.0,4204.341,1.170959,-39.248,-39.96,-20.84714,5.5,-8.491,1.7,177.0,3.16,3.16,1356.0
1100.0,9500.0,0.3726,0.0003,0.0025,0.0002,0.0004,0.02,0.0078,0.3046,0.0006,0.0018,0.009,0.015,0.004,2.0562,0.001,0.0004,1120.0,863.29956,690.2614,2.5999966,1734.366,87.412,847.0,0.807692056,0.5,1025.0,4319.629,1.186628,-38.515,-39.945,-20.99583,5.5,-8.506,1.69,176.0,3.33,3.33,1299.0
1100.0,9500.0,0.3857,0.0003,0.0025,0.0002,0.0007,0.02,0.0074,0.3063,0.0002,0.0021,0.009,0.0219,0.004,2.0795,0.001,0.0004,1120.0,851.68756,689.4936,2.5999966,1735.685,92.666,852.0,0.807692056,0.5,1025.0,4326.82,1.164831,-34.948,-39.9,-22.5248,5.9,-8.509,1.7,174.0,3.17,3.17,1213.0
1100.0,9500.0,0.3857,0.0003,0.0025,0.0002,0.0007,0.02,0.0074,0.3063,0.0002,0.0021,0.009,0.0219,0.004,2.0795,0.001,0.0004,1120.0,860.7463,690.90326,2.5999951,1663.9,92.522,845.0,0.807691945,0.5,1025.0,3943.483,1.176876,-31.386,-38.557,-22.35389,5.9,-8.487,1.7,172.0,3.23,3.23,1192.0
1100.0,7300.0,0.3726,0.0003,0.0025,0.0002,0.0004,0.02,0.0078,0.3046,0.0006,0.0018,0.009,0.015,0.004,2.0562,0.001,0.0004,1120.0,859.40204,689.5516,2.5999935,1520.31,0.0,0.0,0.807691827,0.5,1025.0,3030.0,0.0,0.0,0.0,0.0,5.8,0.0,1.69,174.0,3.21,3.21,1281.0
1100.0,7300.0,0.3726,0.0003,0.0025,0.0002,0.0004,0.02,0.0078,0.3046,0.0006,0.0018,0.009,0.015,0.004,2.0562,0.001,0.0004,1120.0,847.15497,685.8517,2.599996,1508.488,87.626,846.0,0.807692012,0.5,1025.0,3169.037,1.192081,-37.576,-39.96,-21.63321,5.8,-8.504,1.7,176.0,3.14,3.14,1269.0
1100.0,9500.0,0.4,0.0003,0.0025,0.0003,0.0006,0.02,0.0077,0.35,0.0011,0.0025,0.0091,0.0134,0.004,2.1,0.001,0.0004,1120.0,876.0246,693.9316,2.5999968,1680.118,87.653,844.0,0.807692071,0.5,1030.0,4028.671,1.190818,-22.972,-39.96,-25.04338,3.4,-6.772,1.71,180.0,3.1,3.1,1449.0
1100.0,9300.0,0.3726,0.0003,0.0025,0.0002,0.0004,0.02,0.0078,0.3046,0.0006,0.0018,0.009,0.015,0.004,2.0562,0.001,0.0004,1120.0,862.98584,689.11597,2.5999956,1662.922,0.0,0.0,0.807691982,0.5,1025.0,3739.0,0.0,0.0,0.0,0.0,5.9,0.0,1.7,175.0,3.27,3.27,1302.0
1100.0,9500.0,0.4,0.0003,0.0025,0.0003,0.0006,0.02,0.0077,0.35,0.0011,0.0025,0.0091,0.0134,0.004,2.1,0.001,0.0004,1120.0,855.49634,686.2221,2.5999978,1725.727,87.538,848.0,0.807692145,0.5,1025.0,4272.676,1.212344,-32.133,-39.96,-28.57222,6.0,-8.505,1.69,176.0,3.1,3.1,1187.0
1100.0,9500.0,0.3857,0.0003,0.0025,0.0002,0.0007,0.02,0.0074,0.3063,0.0002,0.0021,0.009,0.0219,0.004,2.0795,0.001,0.0004,1120.0,866.4921,689.36633,2.5999968,1724.388,92.198,852.0,0.807692071,0.5,1025.0,4265.418,1.182236,-34.982,-39.961,-21.86728,5.8,-8.504,1.69,173.0,3.19,3.19,1285.0
